country,date,infections,infections_new,infections_new_normed,deaths,deaths_new,deaths_per_infection,deaths_per_infection_new,datetime
Fiji, 3/5/2020,0.0,0.0,0.0,0.0,0.0,,,2020-03-05
Finland, 3/5/2020,12.0,6.0,0.8,0.0,0.0,0.0,0.0,2020-03-05
France, 3/5/2020,380.0,92.0,46.2,6.0,2.0,0.015789473684210527,0.021739130434782608,2020-03-05
Gabon, 3/5/2020,0.0,0.0,0.0,0.0,0.0,,,2020-03-05
Gambia, 3/5/2020,0.0,0.0,0.0,0.0,0.0,,,2020-03-05
Georgia, 3/5/2020,4.0,1.0,0.4,0.0,0.0,0.0,0.0,2020-03-05
Germany, 3/5/2020,482.0,220.0,42.8,0.0,0.0,0.0,0.0,2020-03-05
Ghana, 3/5/2020,0.0,0.0,0.0,0.0,0.0,,,2020-03-05
Greece, 3/5/2020,31.0,22.0,1.0,0.0,0.0,0.0,0.0,2020-03-05
Grenada, 3/5/2020,0.0,0.0,0.0,0.0,0.0,,,2020-03-05
Guatemala, 3/5/2020,0.0,0.0,0.0,0.0,0.0,,,2020-03-05
Guinea, 3/5/2020,0.0,0.0,0.0,0.0,0.0,,,2020-03-05
Guinea-Bissau, 3/5/2020,0.0,0.0,0.0,0.0,0.0,,,2020-03-05
Guyana, 3/5/2020,0.0,0.0,0.0,0.0,0.0,,,2020-03-05
Haiti, 3/5/2020,0.0,0.0,0.0,0.0,0.0,,,2020-03-05
Holy See, 3/5/2020,0.0,0.0,0.0,0.0,0.0,,,2020-03-05
Honduras, 3/5/2020,0.0,0.0,0.0,0.0,0.0,,,2020-03-05
Hungary, 3/5/2020,2.0,0.0,0.4,0.0,0.0,0.0,,2020-03-05
Iceland, 3/5/2020,34.0,8.0,5.0,0.0,0.0,0.0,0.0,2020-03-05
India, 3/5/2020,30.0,2.0,5.0,0.0,0.0,0.0,0.0,2020-03-05
Indonesia, 3/5/2020,2.0,0.0,0.4,0.0,0.0,0.0,,2020-03-05
Iran, 3/5/2020,3513.0,591.0,506.8,107.0,15.0,0.03045829775120979,0.025380710659898477,2020-03-05
Iraq, 3/5/2020,35.0,0.0,5.6,2.0,0.0,0.05714285714285714,,2020-03-05
Ireland, 3/5/2020,6.0,0.0,1.2,0.0,0.0,0.0,,2020-03-05
Israel, 3/5/2020,20.0,5.0,2.2,0.0,0.0,0.0,0.0,2020-03-05
Italy, 3/5/2020,3858.0,769.0,440.2,148.0,41.0,0.0383618455158113,0.053315994798439535,2020-03-05
Jamaica, 3/5/2020,0.0,0.0,0.0,0.0,0.0,,,2020-03-05
Japan, 3/5/2020,360.0,29.0,20.6,6.0,0.0,0.016666666666666666,0.0,2020-03-05
Jordan, 3/5/2020,1.0,0.0,0.2,0.0,0.0,0.0,,2020-03-05
Kazakhstan, 3/5/2020,0.0,0.0,0.0,0.0,0.0,,,2020-03-05
Kenya, 3/5/2020,0.0,0.0,0.0,0.0,0.0,,,2020-03-05
"Korea, South", 3/5/2020,6088.0,467.0,656.8,35.0,0.0,0.005749014454664914,0.0,2020-03-05
Kosovo, 3/5/2020,0.0,0.0,0.0,0.0,0.0,,,2020-03-05
Kuwait, 3/5/2020,58.0,2.0,2.2,0.0,0.0,0.0,0.0,2020-03-05
Kyrgyzstan, 3/5/2020,0.0,0.0,0.0,0.0,0.0,,,2020-03-05
Laos, 3/5/2020,0.0,0.0,0.0,0.0,0.0,,,2020-03-05
Latvia, 3/5/2020,1.0,0.0,0.2,0.0,0.0,0.0,,2020-03-05
Lebanon, 3/5/2020,16.0,3.0,2.2,0.0,0.0,0.0,0.0,2020-03-05
Liberia, 3/5/2020,0.0,0.0,0.0,0.0,0.0,,,2020-03-05
Libya, 3/5/2020,0.0,0.0,0.0,0.0,0.0,,,2020-03-05
Liechtenstein, 3/5/2020,1.0,0.0,0.2,0.0,0.0,0.0,,2020-03-05
Lithuania, 3/5/2020,1.0,0.0,0.0,0.0,0.0,0.0,,2020-03-05
Luxembourg, 3/5/2020,1.0,0.0,0.2,0.0,0.0,0.0,,2020-03-05
Madagascar, 3/5/2020,0.0,0.0,0.0,0.0,0.0,,,2020-03-05
Malaysia, 3/5/2020,50.0,0.0,5.4,0.0,0.0,0.0,,2020-03-05
Maldives, 3/5/2020,0.0,0.0,0.0,0.0,0.0,,,2020-03-05
Mali, 3/5/2020,0.0,0.0,0.0,0.0,0.0,,,2020-03-05
Malta, 3/5/2020,0.0,0.0,0.0,0.0,0.0,,,2020-03-05
Mauritania, 3/5/2020,0.0,0.0,0.0,0.0,0.0,,,2020-03-05
Mauritius, 3/5/2020,0.0,0.0,0.0,0.0,0.0,,,2020-03-05
Mexico, 3/5/2020,5.0,0.0,0.8,0.0,0.0,0.0,,2020-03-05
Moldova, 3/5/2020,0.0,0.0,0.0,0.0,0.0,,,2020-03-05
Monaco, 3/5/2020,1.0,0.0,0.2,0.0,0.0,0.0,,2020-03-05
Mongolia, 3/5/2020,0.0,0.0,0.0,0.0,0.0,,,2020-03-05
Montenegro, 3/5/2020,0.0,0.0,0.0,0.0,0.0,,,2020-03-05
Morocco, 3/5/2020,2.0,1.0,0.2,0.0,0.0,0.0,0.0,2020-03-05
Mozambique, 3/5/2020,0.0,0.0,0.0,0.0,0.0,,,2020-03-05
MS Zaandam, 3/5/2020,0.0,0.0,0.0,0.0,0.0,,,2020-03-05
Namibia, 3/5/2020,0.0,0.0,0.0,0.0,0.0,,,2020-03-05
Nepal, 3/5/2020,1.0,0.0,0.0,0.0,0.0,0.0,,2020-03-05
Netherlands, 3/5/2020,82.0,44.0,7.4,0.0,0.0,0.0,0.0,2020-03-05
New Zealand, 3/5/2020,3.0,0.0,0.4,0.0,0.0,0.0,,2020-03-05
Nicaragua, 3/5/2020,0.0,0.0,0.0,0.0,0.0,,,2020-03-05
Niger, 3/5/2020,0.0,0.0,0.0,0.0,0.0,,,2020-03-05
Nigeria, 3/5/2020,1.0,0.0,0.0,0.0,0.0,0.0,,2020-03-05
North Macedonia, 3/5/2020,1.0,0.0,0.0,0.0,0.0,0.0,,2020-03-05
Norway, 3/5/2020,87.0,31.0,10.0,0.0,0.0,0.0,0.0,2020-03-05
Oman, 3/5/2020,16.0,1.0,2.2,0.0,0.0,0.0,0.0,2020-03-05
Pakistan, 3/5/2020,5.0,0.0,0.6,0.0,0.0,0.0,,2020-03-05
Panama, 3/5/2020,0.0,0.0,0.0,0.0,0.0,,,2020-03-05
Papua New Guinea, 3/5/2020,0.0,0.0,0.0,0.0,0.0,,,2020-03-05
Paraguay, 3/5/2020,0.0,0.0,0.0,0.0,0.0,,,2020-03-05
Peru, 3/5/2020,0.0,0.0,0.0,0.0,0.0,,,2020-03-05
Philippines, 3/5/2020,3.0,0.0,0.0,1.0,0.0,0.3333333333333333,,2020-03-05
Poland, 3/5/2020,1.0,0.0,0.2,0.0,0.0,0.0,,2020-03-05
Portugal, 3/5/2020,8.0,3.0,1.0,0.0,0.0,0.0,0.0,2020-03-05
Qatar, 3/5/2020,8.0,0.0,1.6,0.0,0.0,0.0,,2020-03-05
Romania, 3/5/2020,6.0,2.0,0.2,0.0,0.0,0.0,0.0,2020-03-05
Russia, 3/5/2020,4.0,1.0,0.2,0.0,0.0,0.0,0.0,2020-03-05
Rwanda, 3/5/2020,0.0,0.0,0.0,0.0,0.0,,,2020-03-05
Saint Kitts and Nevis, 3/5/2020,0.0,0.0,0.0,0.0,0.0,,,2020-03-05
Saint Lucia, 3/5/2020,0.0,0.0,0.0,0.0,0.0,,,2020-03-05
Saint Vincent and the Grenadines, 3/5/2020,0.0,0.0,0.0,0.0,0.0,,,2020-03-05
San Marino, 3/5/2020,21.0,5.0,3.0,1.0,0.0,0.047619047619047616,0.0,2020-03-05
Saudi Arabia, 3/5/2020,5.0,4.0,0.2,0.0,0.0,0.0,0.0,2020-03-05
Senegal, 3/5/2020,4.0,0.0,0.8,0.0,0.0,0.0,,2020-03-05
Serbia, 3/5/2020,0.0,0.0,0.0,0.0,0.0,,,2020-03-05
Seychelles, 3/5/2020,0.0,0.0,0.0,0.0,0.0,,,2020-03-05
Singapore, 3/5/2020,117.0,7.0,3.4,0.0,0.0,0.0,0.0,2020-03-05
Slovakia, 3/5/2020,0.0,0.0,0.0,0.0,0.0,,,2020-03-05
Slovenia, 3/5/2020,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2020-03-05
Somalia, 3/5/2020,0.0,0.0,0.0,0.0,0.0,,,2020-03-05
South Africa, 3/5/2020,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2020-03-05
Spain, 3/5/2020,259.0,37.0,38.0,3.0,1.0,0.011583011583011582,0.02702702702702703,2020-03-05
Sri Lanka, 3/5/2020,1.0,0.0,0.0,0.0,0.0,0.0,,2020-03-05
Sudan, 3/5/2020,0.0,0.0,0.0,0.0,0.0,,,2020-03-05
Suriname, 3/5/2020,0.0,0.0,0.0,0.0,0.0,,,2020-03-05
Sweden, 3/5/2020,94.0,59.0,5.6,0.0,0.0,0.0,0.0,2020-03-05
Switzerland, 3/5/2020,114.0,24.0,16.4,1.0,1.0,0.008771929824561403,0.041666666666666664,2020-03-05
Syria, 3/5/2020,0.0,0.0,0.0,0.0,0.0,,,2020-03-05
Taiwan*, 3/5/2020,44.0,2.0,1.6,1.0,0.0,0.022727272727272728,0.0,2020-03-05
Tanzania, 3/5/2020,0.0,0.0,0.0,0.0,0.0,,,2020-03-05
Thailand, 3/5/2020,47.0,4.0,0.4,1.0,0.0,0.02127659574468085,0.0,2020-03-05
Timor-Leste, 3/5/2020,0.0,0.0,0.0,0.0,0.0,,,2020-03-05
Togo, 3/5/2020,0.0,0.0,0.0,0.0,0.0,,,2020-03-05
Trinidad and Tobago, 3/5/2020,0.0,0.0,0.0,0.0,0.0,,,2020-03-05
Tunisia, 3/5/2020,1.0,0.0,0.2,0.0,0.0,0.0,,2020-03-05
Turkey, 3/5/2020,0.0,0.0,0.0,0.0,0.0,,,2020-03-05
Uganda, 3/5/2020,0.0,0.0,0.0,0.0,0.0,,,2020-03-05
Ukraine, 3/5/2020,1.0,0.0,0.2,0.0,0.0,0.0,,2020-03-05
United Arab Emirates, 3/5/2020,29.0,2.0,1.6,0.0,0.0,0.0,0.0,2020-03-05
United Kingdom, 3/5/2020,116.0,30.0,13.2,1.0,1.0,0.008620689655172414,0.03333333333333333,2020-03-05
Uruguay, 3/5/2020,0.0,0.0,0.0,0.0,0.0,,,2020-03-05
US, 3/5/2020,217.0,68.0,17.8,12.0,1.0,0.055299539170506916,0.014705882352941176,2020-03-05
Uzbekistan, 3/5/2020,0.0,0.0,0.0,0.0,0.0,,,2020-03-05
Venezuela, 3/5/2020,0.0,0.0,0.0,0.0,0.0,,,2020-03-05
Vietnam, 3/5/2020,16.0,0.0,0.0,0.0,0.0,0.0,,2020-03-05
West Bank and Gaza, 3/5/2020,4.0,4.0,0.0,0.0,0.0,0.0,0.0,2020-03-05
Zambia, 3/5/2020,0.0,0.0,0.0,0.0,0.0,,,2020-03-05
Zimbabwe, 3/5/2020,0.0,0.0,0.0,0.0,0.0,,,2020-03-05
Afghanistan, 3/6/2020,1.0,0.0,0.0,0.0,0.0,0.0,,2020-03-06
Albania, 3/6/2020,0.0,0.0,0.0,0.0,0.0,,,2020-03-06
Algeria, 3/6/2020,17.0,5.0,2.2,0.0,0.0,0.0,0.0,2020-03-06
Andorra, 3/6/2020,1.0,0.0,0.2,0.0,0.0,0.0,,2020-03-06
Angola, 3/6/2020,0.0,0.0,0.0,0.0,0.0,,,2020-03-06
Antigua and Barbuda, 3/6/2020,0.0,0.0,0.0,0.0,0.0,,,2020-03-06
Argentina, 3/6/2020,2.0,1.0,0.2,0.0,0.0,0.0,0.0,2020-03-06
Armenia, 3/6/2020,1.0,0.0,0.2,0.0,0.0,0.0,,2020-03-06
Australia, 3/6/2020,60.0,5.0,6.000000000000001,2.0,0.0,0.03333333333333333,0.0,2020-03-06
Austria, 3/6/2020,55.0,14.0,6.4,0.0,0.0,0.0,0.0,2020-03-06
Azerbaijan, 3/6/2020,6.0,0.0,1.2,0.0,0.0,0.0,,2020-03-06
Bahamas, 3/6/2020,0.0,0.0,0.0,0.0,0.0,,,2020-03-06
Bahrain, 3/6/2020,60.0,5.0,2.8,0.0,0.0,0.0,0.0,2020-03-06
Bangladesh, 3/6/2020,0.0,0.0,0.0,0.0,0.0,,,2020-03-06
Barbados, 3/6/2020,0.0,0.0,0.0,0.0,0.0,,,2020-03-06
Belarus, 3/6/2020,6.0,0.0,1.0,0.0,0.0,0.0,,2020-03-06
Belgium, 3/6/2020,109.0,59.0,9.8,0.0,0.0,0.0,0.0,2020-03-06
Belize, 3/6/2020,0.0,0.0,0.0,0.0,0.0,,,2020-03-06
Benin, 3/6/2020,0.0,0.0,0.0,0.0,0.0,,,2020-03-06
Bhutan, 3/6/2020,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2020-03-06
Bolivia, 3/6/2020,0.0,0.0,0.0,0.0,0.0,,,2020-03-06
Bosnia and Herzegovina, 3/6/2020,2.0,0.0,0.4,0.0,0.0,0.0,,2020-03-06
Brazil, 3/6/2020,13.0,9.0,0.4,0.0,0.0,0.0,0.0,2020-03-06
Brunei, 3/6/2020,0.0,0.0,0.0,0.0,0.0,,,2020-03-06
Bulgaria, 3/6/2020,0.0,0.0,0.0,0.0,0.0,,,2020-03-06
Burkina Faso, 3/6/2020,0.0,0.0,0.0,0.0,0.0,,,2020-03-06
Burma, 3/6/2020,0.0,0.0,0.0,0.0,0.0,,,2020-03-06
Cabo Verde, 3/6/2020,0.0,0.0,0.0,0.0,0.0,,,2020-03-06
Cambodia, 3/6/2020,1.0,0.0,0.0,0.0,0.0,0.0,,2020-03-06
Cameroon, 3/6/2020,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2020-03-06
Canada, 3/6/2020,49.0,12.0,3.4000000000000004,0.0,0.0,0.0,0.0,2020-03-06
Central African Republic, 3/6/2020,0.0,0.0,0.0,0.0,0.0,,,2020-03-06
Chad, 3/6/2020,0.0,0.0,0.0,0.0,0.0,,,2020-03-06
Chile, 3/6/2020,4.0,0.0,0.8,0.0,0.0,0.0,,2020-03-06
China, 3/6/2020,80690.0,153.0,236.20000000000002,3044.0,29.0,0.037724625108439706,0.1895424836601307,2020-03-06
Colombia, 3/6/2020,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2020-03-06
Congo (Brazzaville), 3/6/2020,0.0,0.0,0.0,0.0,0.0,,,2020-03-06
Congo (Kinshasa), 3/6/2020,0.0,0.0,0.0,0.0,0.0,,,2020-03-06
Costa Rica, 3/6/2020,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2020-03-06
Cote d'Ivoire, 3/6/2020,0.0,0.0,0.0,0.0,0.0,,,2020-03-06
Croatia, 3/6/2020,11.0,1.0,0.8,0.0,0.0,0.0,0.0,2020-03-06
Cuba, 3/6/2020,0.0,0.0,0.0,0.0,0.0,,,2020-03-06
Cyprus, 3/6/2020,0.0,0.0,0.0,0.0,0.0,,,2020-03-06
Czechia, 3/6/2020,18.0,6.0,2.4,0.0,0.0,0.0,0.0,2020-03-06
Denmark, 3/6/2020,24.0,13.0,1.5999999999999999,0.0,0.0,0.0,0.0,2020-03-06
Diamond Princess, 3/6/2020,706.0,0.0,0.2,6.0,0.0,0.0084985835694051,,2020-03-06
Djibouti, 3/6/2020,0.0,0.0,0.0,0.0,0.0,,,2020-03-06
Dominica, 3/6/2020,0.0,0.0,0.0,0.0,0.0,,,2020-03-06
Dominican Republic, 3/6/2020,2.0,1.0,0.2,0.0,0.0,0.0,0.0,2020-03-06
Ecuador, 3/6/2020,13.0,0.0,2.6,0.0,0.0,0.0,,2020-03-06
Egypt, 3/6/2020,15.0,12.0,0.4,0.0,0.0,0.0,0.0,2020-03-06
El Salvador, 3/6/2020,0.0,0.0,0.0,0.0,0.0,,,2020-03-06
Equatorial Guinea, 3/6/2020,0.0,0.0,0.0,0.0,0.0,,,2020-03-06
Eritrea, 3/6/2020,0.0,0.0,0.0,0.0,0.0,,,2020-03-06
Estonia, 3/6/2020,10.0,7.0,0.4,0.0,0.0,0.0,0.0,2020-03-06
Eswatini, 3/6/2020,0.0,0.0,0.0,0.0,0.0,,,2020-03-06
Ethiopia, 3/6/2020,0.0,0.0,0.0,0.0,0.0,,,2020-03-06
Fiji, 3/6/2020,0.0,0.0,0.0,0.0,0.0,,,2020-03-06
Finland, 3/6/2020,15.0,3.0,1.8,0.0,0.0,0.0,0.0,2020-03-06
France, 3/6/2020,656.0,276.0,56.0,9.0,3.0,0.013719512195121951,0.010869565217391304,2020-03-06
Gabon, 3/6/2020,0.0,0.0,0.0,0.0,0.0,,,2020-03-06
Gambia, 3/6/2020,0.0,0.0,0.0,0.0,0.0,,,2020-03-06
Georgia, 3/6/2020,4.0,0.0,0.6,0.0,0.0,0.0,,2020-03-06
Germany, 3/6/2020,670.0,188.0,80.6,0.0,0.0,0.0,0.0,2020-03-06
Ghana, 3/6/2020,0.0,0.0,0.0,0.0,0.0,,,2020-03-06
Greece, 3/6/2020,45.0,14.0,5.4,0.0,0.0,0.0,0.0,2020-03-06
Grenada, 3/6/2020,0.0,0.0,0.0,0.0,0.0,,,2020-03-06
Guatemala, 3/6/2020,0.0,0.0,0.0,0.0,0.0,,,2020-03-06
Guinea, 3/6/2020,0.0,0.0,0.0,0.0,0.0,,,2020-03-06
Guinea-Bissau, 3/6/2020,0.0,0.0,0.0,0.0,0.0,,,2020-03-06
Guyana, 3/6/2020,0.0,0.0,0.0,0.0,0.0,,,2020-03-06
Haiti, 3/6/2020,0.0,0.0,0.0,0.0,0.0,,,2020-03-06
Holy See, 3/6/2020,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2020-03-06
Honduras, 3/6/2020,0.0,0.0,0.0,0.0,0.0,,,2020-03-06
Hungary, 3/6/2020,2.0,0.0,0.4,0.0,0.0,0.0,,2020-03-06
Iceland, 3/6/2020,43.0,9.0,6.6,0.0,0.0,0.0,0.0,2020-03-06
India, 3/6/2020,31.0,1.0,5.4,0.0,0.0,0.0,0.0,2020-03-06
Indonesia, 3/6/2020,4.0,2.0,0.4,0.0,0.0,0.0,0.0,2020-03-06
Iran, 3/6/2020,4747.0,1234.0,584.0,124.0,17.0,0.02612176111228144,0.013776337115072933,2020-03-06
Iraq, 3/6/2020,40.0,5.0,4.4,3.0,1.0,0.075,0.2,2020-03-06
Ireland, 3/6/2020,18.0,12.0,1.0,0.0,0.0,0.0,0.0,2020-03-06
Israel, 3/6/2020,37.0,17.0,2.6,0.0,0.0,0.0,0.0,2020-03-06
Italy, 3/6/2020,4636.0,778.0,546.0,197.0,49.0,0.042493528904227786,0.06298200514138817,2020-03-06
Jamaica, 3/6/2020,0.0,0.0,0.0,0.0,0.0,,,2020-03-06
Japan, 3/6/2020,420.0,60.0,23.8,6.0,0.0,0.014285714285714285,0.0,2020-03-06
Jordan, 3/6/2020,1.0,0.0,0.2,0.0,0.0,0.0,,2020-03-06
Kazakhstan, 3/6/2020,0.0,0.0,0.0,0.0,0.0,,,2020-03-06
Kenya, 3/6/2020,0.0,0.0,0.0,0.0,0.0,,,2020-03-06
"Korea, South", 3/6/2020,6593.0,505.0,587.6,42.0,7.0,0.006370392840891855,0.013861386138613862,2020-03-06
Kosovo, 3/6/2020,0.0,0.0,0.0,0.0,0.0,,,2020-03-06
Kuwait, 3/6/2020,58.0,0.0,2.6,0.0,0.0,0.0,,2020-03-06
Kyrgyzstan, 3/6/2020,0.0,0.0,0.0,0.0,0.0,,,2020-03-06
Laos, 3/6/2020,0.0,0.0,0.0,0.0,0.0,,,2020-03-06
Latvia, 3/6/2020,1.0,0.0,0.2,0.0,0.0,0.0,,2020-03-06
Lebanon, 3/6/2020,22.0,6.0,2.4,0.0,0.0,0.0,0.0,2020-03-06
Liberia, 3/6/2020,0.0,0.0,0.0,0.0,0.0,,,2020-03-06
Libya, 3/6/2020,0.0,0.0,0.0,0.0,0.0,,,2020-03-06
Liechtenstein, 3/6/2020,1.0,0.0,0.2,0.0,0.0,0.0,,2020-03-06
Lithuania, 3/6/2020,1.0,0.0,0.0,0.0,0.0,0.0,,2020-03-06
Luxembourg, 3/6/2020,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2020-03-06
Madagascar, 3/6/2020,0.0,0.0,0.0,0.0,0.0,,,2020-03-06
Malaysia, 3/6/2020,83.0,33.0,5.0,0.0,0.0,0.0,0.0,2020-03-06
Maldives, 3/6/2020,0.0,0.0,0.0,0.0,0.0,,,2020-03-06
Mali, 3/6/2020,0.0,0.0,0.0,0.0,0.0,,,2020-03-06
Malta, 3/6/2020,0.0,0.0,0.0,0.0,0.0,,,2020-03-06
Mauritania, 3/6/2020,0.0,0.0,0.0,0.0,0.0,,,2020-03-06
Mauritius, 3/6/2020,0.0,0.0,0.0,0.0,0.0,,,2020-03-06
Mexico, 3/6/2020,6.0,1.0,0.2,0.0,0.0,0.0,0.0,2020-03-06
Moldova, 3/6/2020,0.0,0.0,0.0,0.0,0.0,,,2020-03-06
Monaco, 3/6/2020,1.0,0.0,0.0,0.0,0.0,0.0,,2020-03-06
Mongolia, 3/6/2020,0.0,0.0,0.0,0.0,0.0,,,2020-03-06
Montenegro, 3/6/2020,0.0,0.0,0.0,0.0,0.0,,,2020-03-06
Morocco, 3/6/2020,2.0,0.0,0.4,0.0,0.0,0.0,,2020-03-06
Mozambique, 3/6/2020,0.0,0.0,0.0,0.0,0.0,,,2020-03-06
MS Zaandam, 3/6/2020,0.0,0.0,0.0,0.0,0.0,,,2020-03-06
Namibia, 3/6/2020,0.0,0.0,0.0,0.0,0.0,,,2020-03-06
Nepal, 3/6/2020,1.0,0.0,0.0,0.0,0.0,0.0,,2020-03-06
Netherlands, 3/6/2020,128.0,46.0,15.2,1.0,1.0,0.0078125,0.021739130434782608,2020-03-06
New Zealand, 3/6/2020,4.0,1.0,0.4,0.0,0.0,0.0,0.0,2020-03-06
Nicaragua, 3/6/2020,0.0,0.0,0.0,0.0,0.0,,,2020-03-06
Niger, 3/6/2020,0.0,0.0,0.0,0.0,0.0,,,2020-03-06
Nigeria, 3/6/2020,1.0,0.0,0.0,0.0,0.0,0.0,,2020-03-06
North Macedonia, 3/6/2020,3.0,2.0,0.0,0.0,0.0,0.0,0.0,2020-03-06
Norway, 3/6/2020,108.0,21.0,14.4,0.0,0.0,0.0,0.0,2020-03-06
Oman, 3/6/2020,16.0,0.0,2.0,0.0,0.0,0.0,,2020-03-06
Pakistan, 3/6/2020,6.0,1.0,0.2,0.0,0.0,0.0,0.0,2020-03-06
Panama, 3/6/2020,0.0,0.0,0.0,0.0,0.0,,,2020-03-06
Papua New Guinea, 3/6/2020,0.0,0.0,0.0,0.0,0.0,,,2020-03-06
Paraguay, 3/6/2020,0.0,0.0,0.0,0.0,0.0,,,2020-03-06
Peru, 3/6/2020,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2020-03-06
Philippines, 3/6/2020,5.0,2.0,0.0,1.0,0.0,0.2,0.0,2020-03-06
Poland, 3/6/2020,5.0,4.0,0.2,0.0,0.0,0.0,0.0,2020-03-06
Portugal, 3/6/2020,13.0,5.0,1.6,0.0,0.0,0.0,0.0,2020-03-06
Qatar, 3/6/2020,8.0,0.0,1.4,0.0,0.0,0.0,,2020-03-06
Romania, 3/6/2020,9.0,3.0,0.6,0.0,0.0,0.0,0.0,2020-03-06
Russia, 3/6/2020,13.0,9.0,0.4,0.0,0.0,0.0,0.0,2020-03-06
Rwanda, 3/6/2020,0.0,0.0,0.0,0.0,0.0,,,2020-03-06
Saint Kitts and Nevis, 3/6/2020,0.0,0.0,0.0,0.0,0.0,,,2020-03-06
Saint Lucia, 3/6/2020,0.0,0.0,0.0,0.0,0.0,,,2020-03-06
Saint Vincent and the Grenadines, 3/6/2020,0.0,0.0,0.0,0.0,0.0,,,2020-03-06
San Marino, 3/6/2020,21.0,0.0,4.0,1.0,0.0,0.047619047619047616,,2020-03-06
Saudi Arabia, 3/6/2020,5.0,0.0,1.0,0.0,0.0,0.0,,2020-03-06
Senegal, 3/6/2020,4.0,0.0,0.8,0.0,0.0,0.0,,2020-03-06
Serbia, 3/6/2020,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2020-03-06
Seychelles, 3/6/2020,0.0,0.0,0.0,0.0,0.0,,,2020-03-06
Singapore, 3/6/2020,130.0,13.0,3.0,0.0,0.0,0.0,0.0,2020-03-06
Slovakia, 3/6/2020,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2020-03-06
Slovenia, 3/6/2020,7.0,5.0,0.4,0.0,0.0,0.0,0.0,2020-03-06
Somalia, 3/6/2020,0.0,0.0,0.0,0.0,0.0,,,2020-03-06
South Africa, 3/6/2020,1.0,0.0,0.2,0.0,0.0,0.0,,2020-03-06
Spain, 3/6/2020,400.0,141.0,42.8,5.0,2.0,0.0125,0.014184397163120567,2020-03-06
Sri Lanka, 3/6/2020,1.0,0.0,0.0,0.0,0.0,0.0,,2020-03-06
Sudan, 3/6/2020,0.0,0.0,0.0,0.0,0.0,,,2020-03-06
Suriname, 3/6/2020,0.0,0.0,0.0,0.0,0.0,,,2020-03-06
Sweden, 3/6/2020,101.0,7.0,16.4,0.0,0.0,0.0,0.0,2020-03-06
Switzerland, 3/6/2020,214.0,100.0,19.2,1.0,0.0,0.004672897196261682,0.0,2020-03-06
Syria, 3/6/2020,0.0,0.0,0.0,0.0,0.0,,,2020-03-06
Taiwan*, 3/6/2020,45.0,1.0,1.0,1.0,0.0,0.022222222222222223,0.0,2020-03-06
Tanzania, 3/6/2020,0.0,0.0,0.0,0.0,0.0,,,2020-03-06
Thailand, 3/6/2020,48.0,1.0,1.0,1.0,0.0,0.020833333333333332,0.0,2020-03-06
Timor-Leste, 3/6/2020,0.0,0.0,0.0,0.0,0.0,,,2020-03-06
Togo, 3/6/2020,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2020-03-06
Trinidad and Tobago, 3/6/2020,0.0,0.0,0.0,0.0,0.0,,,2020-03-06
Tunisia, 3/6/2020,1.0,0.0,0.2,0.0,0.0,0.0,,2020-03-06
Turkey, 3/6/2020,0.0,0.0,0.0,0.0,0.0,,,2020-03-06
Uganda, 3/6/2020,0.0,0.0,0.0,0.0,0.0,,,2020-03-06
Ukraine, 3/6/2020,1.0,0.0,0.2,0.0,0.0,0.0,,2020-03-06
United Arab Emirates, 3/6/2020,29.0,0.0,1.6,0.0,0.0,0.0,,2020-03-06
United Kingdom, 3/6/2020,164.0,48.0,18.599999999999998,2.0,1.0,0.012195121951219513,0.020833333333333332,2020-03-06
Uruguay, 3/6/2020,0.0,0.0,0.0,0.0,0.0,,,2020-03-06
US, 3/6/2020,262.0,45.0,29.8,14.0,2.0,0.05343511450381679,0.044444444444444446,2020-03-06
Uzbekistan, 3/6/2020,0.0,0.0,0.0,0.0,0.0,,,2020-03-06
Venezuela, 3/6/2020,0.0,0.0,0.0,0.0,0.0,,,2020-03-06
Vietnam, 3/6/2020,16.0,0.0,0.0,0.0,0.0,0.0,,2020-03-06
West Bank and Gaza, 3/6/2020,7.0,3.0,0.8,0.0,0.0,0.0,0.0,2020-03-06
Zambia, 3/6/2020,0.0,0.0,0.0,0.0,0.0,,,2020-03-06
Zimbabwe, 3/6/2020,0.0,0.0,0.0,0.0,0.0,,,2020-03-06
Afghanistan, 3/7/2020,1.0,0.0,0.0,0.0,0.0,0.0,,2020-03-07
Albania, 3/7/2020,0.0,0.0,0.0,0.0,0.0,,,2020-03-07
Algeria, 3/7/2020,17.0,0.0,3.2,0.0,0.0,0.0,,2020-03-07
Andorra, 3/7/2020,1.0,0.0,0.2,0.0,0.0,0.0,,2020-03-07
Angola, 3/7/2020,0.0,0.0,0.0,0.0,0.0,,,2020-03-07
